Sr.No,Ticket Ref ID,Category,Sub Category,Description,Created Date,Updated Date,Status,Remark
6971,TKT-006971,Security,Unauthorized Access,System error related to unauthorized access component,2025-06-30 00:00:00,2025-08-21 00:00:00,Rejected,Pending review
6972,TKT-006972,Payment Issue,Duplicate Charge,Issue with duplicate charge requiring immediate attention,2024-10-24 00:00:00,2025-06-23 00:00:00,Raised,Additional information required
6973,TKT-006973,Integration,Data Sync,System error related to data sync component,2025-07-16 00:00:00,2025-08-21 00:00:00,Resolved,Resolved successfully
6974,TKT-006974,Security,Suspicious Activity,Customer reported problem with suspicious activity functionality,2024-12-17 00:00:00,2025-03-15 00:00:00,Resolved,Duplicate ticket
6975,TKT-006975,Security,Compliance,Unable to access compliance features properly,2025-08-19 00:00:00,2025-09-06 00:00:00,Rejected,Duplicate ticket
6976,TKT-006976,Bug Report,Performance Bug,Issue with performance bug requiring immediate attention,2025-02-01 00:00:00,2025-07-11 00:00:00,Rejected,In progress
6977,TKT-006977,Bug Report,Functional Bug,Customer reported problem with functional bug functionality,2025-05-06 00:00:00,2025-05-13 00:00:00,Processing,Pending review
6978,TKT-006978,Technical Support,Network,Issue with network requiring immediate attention,2025-03-26 00:00:00,2025-09-07 00:00:00,Processing,Additional information required
6979,TKT-006979,Billing,Pricing Query,Customer reported problem with pricing query functionality,2024-05-24 00:00:00,2024-09-15 00:00:00,Processing,Pending review
6980,TKT-006980,Security,Compliance,Customer reported problem with compliance functionality,2024-12-10 00:00:00,2025-07-12 00:00:00,Processing,Awaiting customer response
6981,TKT-006981,Account Issue,Profile Update,Customer reported problem with profile update functionality,2024-08-23 00:00:00,2025-05-08 00:00:00,Resolved,Awaiting customer response
6982,TKT-006982,Payment Issue,Transaction Failed,Unable to access transaction failed features properly,2024-01-18 00:00:00,2025-04-06 00:00:00,Raised,Invalid request
6983,TKT-006983,Performance,Slow Response,Request for slow response support and guidance,2025-02-22 00:00:00,2025-06-03 00:00:00,Processing,Resolved successfully
6984,TKT-006984,Technical Support,Hardware,Request for hardware support and guidance,2024-03-26 00:00:00,2025-09-11 00:00:00,Raised,Pending review
6985,TKT-006985,Bug Report,Performance Bug,Unable to access performance bug features properly,2024-07-28 00:00:00,2025-02-21 00:00:00,Raised,Additional information required
6986,TKT-006986,Payment Issue,Card Declined,Unable to access card declined features properly,2025-05-25 00:00:00,2025-07-20 00:00:00,Raised,Pending review
6987,TKT-006987,Security,Data Breach,Request for data breach support and guidance,2024-09-23 00:00:00,2024-11-10 00:00:00,Rejected,Duplicate ticket
6988,TKT-006988,Payment Issue,Transaction Failed,Issue with transaction failed requiring immediate attention,2025-07-03 00:00:00,2025-09-03 00:00:00,Resolved,Resolved successfully
6989,TKT-006989,Technical Support,Configuration,Request for configuration support and guidance,2025-05-26 00:00:00,2025-07-03 00:00:00,Raised,Resolved successfully
6990,TKT-006990,General Inquiry,Training,Unable to access training features properly,2024-08-29 00:00:00,2025-09-06 00:00:00,Resolved,Invalid request
6991,TKT-006991,Security,Unauthorized Access,Unable to access unauthorized access features properly,2024-06-25 00:00:00,2025-04-19 00:00:00,Resolved,Awaiting customer response
6992,TKT-006992,Payment Issue,Transaction Failed,Unable to access transaction failed features properly,2025-08-26 00:00:00,2025-08-27 00:00:00,Resolved,Additional information required
6993,TKT-006993,Feature Request,Enhancement,System error related to enhancement component,2024-05-23 00:00:00,2025-01-02 00:00:00,Rejected,Resolved successfully
6994,TKT-006994,Bug Report,UI Bug,Customer reported problem with ui bug functionality,2024-12-11 00:00:00,2025-09-03 00:00:00,Processing,Escalated to technical team
6995,TKT-006995,Performance,Memory Issue,System error related to memory issue component,2025-02-16 00:00:00,2025-04-14 00:00:00,Resolved,In progress
6996,TKT-006996,Feature Request,New Feature,Unable to access new feature features properly,2025-03-28 00:00:00,2025-05-31 00:00:00,Resolved,Duplicate ticket
6997,TKT-006997,Payment Issue,Duplicate Charge,Customer reported problem with duplicate charge functionality,2024-05-12 00:00:00,2024-10-14 00:00:00,Rejected,Closed as per customer request
6998,TKT-006998,Performance,High CPU,Issue with high cpu requiring immediate attention,2025-02-26 00:00:00,2025-07-27 00:00:00,Raised,Awaiting customer response
6999,TKT-006999,Security,Suspicious Activity,Issue with suspicious activity requiring immediate attention,2025-04-17 00:00:00,2025-05-13 00:00:00,Raised,Additional information required
7000,TKT-007000,General Inquiry,Documentation,Request for documentation support and guidance,2024-09-23 00:00:00,2025-08-17 00:00:00,Rejected,In progress
7001,TKT-007001,Account Issue,Login Problem,Issue with login problem requiring immediate attention,2024-12-28 00:00:00,2025-08-10 00:00:00,Resolved,Additional information required
7002,TKT-007002,Performance,Slow Response,System error related to slow response component,2025-03-01 00:00:00,2025-06-16 00:00:00,Resolved,Invalid request
7003,TKT-007003,Security,Suspicious Activity,Issue with suspicious activity requiring immediate attention,2024-08-19 00:00:00,2025-05-25 00:00:00,Raised,Awaiting customer response
7004,TKT-007004,General Inquiry,Training,System error related to training component,2024-02-17 00:00:00,2025-07-08 00:00:00,Raised,Resolved successfully
7005,TKT-007005,Account Issue,Profile Update,Unable to access profile update features properly,2024-06-29 00:00:00,2025-05-21 00:00:00,Raised,Pending review
7006,TKT-007006,Account Issue,Password Reset,Request for password reset support and guidance,2025-07-08 00:00:00,2025-07-23 00:00:00,Rejected,In progress
7007,TKT-007007,Bug Report,Performance Bug,Customer reported problem with performance bug functionality,2024-11-12 00:00:00,2025-01-06 00:00:00,Rejected,Closed as per customer request
7008,TKT-007008,Account Issue,Profile Update,System error related to profile update component,2024-04-19 00:00:00,2025-01-12 00:00:00,Processing,Awaiting customer response
7009,TKT-007009,Integration,API Error,Issue with api error requiring immediate attention,2024-04-12 00:00:00,2025-02-05 00:00:00,Rejected,Resolved successfully
7010,TKT-007010,Integration,API Error,Customer reported problem with api error functionality,2025-08-13 00:00:00,2025-08-29 00:00:00,Raised,Additional information required
7011,TKT-007011,Performance,High CPU,Request for high cpu support and guidance,2025-07-27 00:00:00,2025-09-10 00:00:00,Processing,Awaiting customer response
7012,TKT-007012,General Inquiry,Training,System error related to training component,2024-03-16 00:00:00,2024-08-01 00:00:00,Rejected,Duplicate ticket
7013,TKT-007013,Billing,Refund Request,System error related to refund request component,2025-05-28 00:00:00,2025-07-10 00:00:00,Raised,In progress
7014,TKT-007014,Integration,API Error,System error related to api error component,2024-10-15 00:00:00,2025-03-02 00:00:00,Rejected,Pending review
7015,TKT-007015,Technical Support,Hardware,Customer reported problem with hardware functionality,2024-01-30 00:00:00,2025-08-02 00:00:00,Raised,Escalated to technical team
7016,TKT-007016,Integration,API Error,System error related to api error component,2024-09-24 00:00:00,2024-11-12 00:00:00,Rejected,Additional information required
7017,TKT-007017,Performance,High CPU,Issue with high cpu requiring immediate attention,2024-06-07 00:00:00,2025-05-28 00:00:00,Raised,Duplicate ticket
7018,TKT-007018,Payment Issue,Duplicate Charge,Request for duplicate charge support and guidance,2024-05-09 00:00:00,2025-07-03 00:00:00,Rejected,Additional information required
7019,TKT-007019,Performance,Memory Issue,Customer reported problem with memory issue functionality,2025-06-21 00:00:00,2025-06-22 00:00:00,Raised,Resolved successfully
7020,TKT-007020,Performance,Memory Issue,Request for memory issue support and guidance,2025-03-05 00:00:00,2025-04-19 00:00:00,Rejected,In progress
7021,TKT-007021,Technical Support,Hardware,Request for hardware support and guidance,2025-08-16 00:00:00,2025-09-02 00:00:00,Processing,Awaiting customer response
7022,TKT-007022,Performance,Slow Response,Issue with slow response requiring immediate attention,2024-09-10 00:00:00,2024-09-10 00:00:00,Processing,Additional information required
7023,TKT-007023,Bug Report,Security Bug,Unable to access security bug features properly,2024-06-06 00:00:00,2025-03-12 00:00:00,Rejected,Invalid request
7024,TKT-007024,Security,Data Breach,Customer reported problem with data breach functionality,2024-02-22 00:00:00,2024-09-04 00:00:00,Processing,Duplicate ticket
7025,TKT-007025,Billing,Invoice Issue,Unable to access invoice issue features properly,2024-03-05 00:00:00,2025-05-13 00:00:00,Raised,Escalated to technical team
7026,TKT-007026,Bug Report,Security Bug,System error related to security bug component,2025-02-04 00:00:00,2025-03-18 00:00:00,Processing,Additional information required
7027,TKT-007027,Feature Request,New Feature,Request for new feature support and guidance,2024-03-10 00:00:00,2024-05-09 00:00:00,Rejected,In progress
7028,TKT-007028,General Inquiry,Training,Customer reported problem with training functionality,2024-06-19 00:00:00,2025-08-18 00:00:00,Resolved,Escalated to technical team
7029,TKT-007029,Performance,Memory Issue,Customer reported problem with memory issue functionality,2024-12-06 00:00:00,2025-09-07 00:00:00,Raised,Pending review
7030,TKT-007030,Integration,Third Party,System error related to third party component,2024-07-24 00:00:00,2025-05-06 00:00:00,Rejected,Pending review
7031,TKT-007031,Integration,Data Sync,Request for data sync support and guidance,2024-03-31 00:00:00,2024-05-24 00:00:00,Raised,Resolved successfully
7032,TKT-007032,Bug Report,Performance Bug,Request for performance bug support and guidance,2025-06-21 00:00:00,2025-08-24 00:00:00,Resolved,Duplicate ticket
7033,TKT-007033,General Inquiry,Service Query,Request for service query support and guidance,2025-02-13 00:00:00,2025-07-30 00:00:00,Raised,Invalid request
7034,TKT-007034,Integration,API Error,System error related to api error component,2024-03-24 00:00:00,2024-04-20 00:00:00,Resolved,Additional information required
7035,TKT-007035,Performance,Memory Issue,Request for memory issue support and guidance,2024-07-31 00:00:00,2024-08-09 00:00:00,Raised,Closed as per customer request
7036,TKT-007036,Billing,Refund Request,Unable to access refund request features properly,2025-09-07 00:00:00,2025-09-12 00:00:00,Processing,Pending review
7037,TKT-007037,Billing,Pricing Query,System error related to pricing query component,2025-08-02 00:00:00,2025-08-22 00:00:00,Raised,In progress
7038,TKT-007038,General Inquiry,Training,Unable to access training features properly,2025-06-04 00:00:00,2025-08-21 00:00:00,Processing,Pending review
7039,TKT-007039,Account Issue,Profile Update,Unable to access profile update features properly,2024-03-23 00:00:00,2024-06-03 00:00:00,Processing,Duplicate ticket
7040,TKT-007040,General Inquiry,Documentation,Request for documentation support and guidance,2025-06-12 00:00:00,2025-07-20 00:00:00,Rejected,Pending review
7041,TKT-007041,Integration,Data Sync,Issue with data sync requiring immediate attention,2024-02-15 00:00:00,2024-08-11 00:00:00,Rejected,Escalated to technical team
7042,TKT-007042,Performance,Memory Issue,Request for memory issue support and guidance,2025-07-07 00:00:00,2025-07-09 00:00:00,Rejected,Escalated to technical team
7043,TKT-007043,Technical Support,Hardware,Unable to access hardware features properly,2024-01-24 00:00:00,2025-01-22 00:00:00,Rejected,In progress
7044,TKT-007044,Billing,Pricing Query,Request for pricing query support and guidance,2024-08-03 00:00:00,2025-08-28 00:00:00,Resolved,Duplicate ticket
7045,TKT-007045,Account Issue,Password Reset,Unable to access password reset features properly,2024-05-11 00:00:00,2024-10-27 00:00:00,Resolved,Additional information required
7046,TKT-007046,Payment Issue,Card Declined,Unable to access card declined features properly,2024-10-01 00:00:00,2025-05-06 00:00:00,Processing,In progress
7047,TKT-007047,Billing,Refund Request,Unable to access refund request features properly,2024-04-23 00:00:00,2024-06-27 00:00:00,Raised,Closed as per customer request
7048,TKT-007048,General Inquiry,Documentation,Customer reported problem with documentation functionality,2024-10-27 00:00:00,2025-09-09 00:00:00,Resolved,Duplicate ticket
7049,TKT-007049,Technical Support,Hardware,Customer reported problem with hardware functionality,2024-12-19 00:00:00,2025-02-16 00:00:00,Processing,Closed as per customer request
7050,TKT-007050,Security,Data Breach,Request for data breach support and guidance,2024-10-02 00:00:00,2025-05-07 00:00:00,Processing,Additional information required
7051,TKT-007051,Security,Compliance,Customer reported problem with compliance functionality,2024-10-21 00:00:00,2025-07-20 00:00:00,Rejected,Duplicate ticket
7052,TKT-007052,Feature Request,API,System error related to api component,2024-09-05 00:00:00,2024-10-02 00:00:00,Raised,Additional information required
7053,TKT-007053,Security,Data Breach,Unable to access data breach features properly,2025-09-09 00:00:00,2025-09-09 00:00:00,Processing,In progress
